"accepted_01" "accepted_02" "accepted_03" "accepted_04" "accepted_05" "accepted_06" "accepted_07" "accepted_08" "accepted_09" "accepted_010" "accepted_1" "accepted_2" "accepted_3" "accepted_4" "accepted_5"
"E000308" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E000309" 0 0 0 0 0 0 0 0 0 1 6 26 20 33 230
"E000310" 0 2 0 0 1 2 0 1 0 0 2 13 11 11 40
"E000311" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000312" 0 0 0 0 0 0 0 0 0 0 3 4 3 11 3
"E000313" 0 0 0 0 0 0 0 0 0 0 2 4 3 13 22
"E000314" 0 0 0 0 0 0 0 0 0 0 2 8 3 56 102
"E000315" 0 0 0 0 1 0 0 0 1 0 1 6 12 1 0
"E000316" 0 0 0 0 1 0 0 0 0 0 0 4 11 1 0
"E000317" 0 0 0 0 0 0 0 0 0 1 0 8 8 0 20
"E000318" 0 0 1 0 0 0 0 0 0 1 0 9 1 1 20
"E000319" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000320" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000321" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000322" 0 0 0 0 0 0 0 0 0 0 0 4 6 12 80
"E000323" 0 0 0 0 0 0 0 0 2 0 4 18 6 10 122
"E000324" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000325" 0 0 0 0 0 0 0 1 0 0 10 42 44 36 382
"E000326" 0 0 2 0 3 2 1 0 5 5 615 1017 1740 2062 18331
"E000327" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000328" 0 0 0 0 0 0 0 0 0 0 1 2 3 2 1
"E000329" 0 0 0 0 0 0 0 0 0 0 8 21 15 18 102
"E000330" 0 0 0 0 0 0 0 0 0 0 2 7 1 6 21
"E000331" 0 0 0 0 0 0 0 0 0 0 1 7 1 4 21
"E000332" 0 0 0 1 0 0 0 0 0 0 11 21 16 2 64
"E000333" 0 0 0 0 0 0 0 0 0 0 14 35 20 2 81
"E000334" 0 0 1 0 0 0 0 0 0 0 18 88 58 12 235
"E000335" 0 0 0 0 0 0 0 1 0 0 0 6 3 0 0
"E000336" 0 0 0 0 0 6 1 0 0 1 4 38 35 8 144
"E000337" 0 0 0 0 0 0 0 0 0 0 0 1 1 0 19
"E000338" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000339" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000340" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000341" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000342" 0 17 9 4 1 1 1 0 2 2 2 15 4 0 0
"E000343" 0 4 0 0 0 2 2 1 2 0 0 2 1 0 0
"E000344" 0 0 0 0 0 0 0 1 0 0 4 9 14 15 43
"E000345" 0 0 0 0 0 0 0 0 0 0 6 13 21 12 122
"E000346" 0 0 0 0 0 0 0 0 0 0 0 11 15 16 46
"E000347" 0 0 0 0 0 0 0 0 0 0 1 10 7 11 1
"E000348" 0 0 0 0 0 1 0 0 0 0 6 26 15 17 199
"E000349" 0 0 0 0 0 0 0 0 0 0 1 9 17 8 116
"E000350" 0 0 0 0 0 0 0 0 0 0 7 20 23 12 230
"E000351" 0 0 0 0 0 0 0 0 0 0 4 17 15 19 62
"E000352" 0 0 0 0 0 0 0 0 0 0 2 5 6 3 20
"E000353" 0 0 0 0 0 0 1 0 0 0 0 8 25 13 121
"E000354" 0 0 0 0 2 0 0 0 0 1 8 54 68 83 716
"E000355" 0 0 0 0 0 0 0 0 0 0 3 8 2 4 22
"E000356" 0 0 0 0 0 0 0 0 0 0 3 3 2 5 21
"E000357" 0 0 0 0 0 0 0 0 0 0 0 3 2 0 0
"E000358" 0 0 0 0 0 0 0 0 0 0 0 1 4 1 0
"E000359" 0 0 0 0 0 0 0 0 0 0 0 0 5 2 20
"E000360" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E000361" 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0
"E000362" 0 0 0 0 0 0 0 0 0 0 0 1 1 2 20
"E000363" 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1
"E000364" 0 0 0 0 0 1 0 0 0 0 1 6 5 4 42
"E000365" 0 0 0 0 0 1 1 1 0 0 3 8 10 3 41
"E000366" 0 0 0 0 0 0 0 0 0 0 0 3 0 0 20
"E000367" 0 0 0 0 0 1 0 0 0 0 0 2 0 0 0
"E000368" 0 0 0 0 3 8 23 46 42 42 1 8 5 1 20
"E000369" 0 0 0 0 0 1 0 0 0 0 2 2 5 10 20
"E000370" 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0
"E000371" 0 0 0 0 0 0 0 0 1 0 1 7 22 6 81
"E000372" 0 0 0 0 0 0 0 0 0 0 5 13 7 5 28
"E000373" 0 0 0 0 0 0 0 0 2 2 7 14 4 4 101
"E000374" 0 0 0 0 0 0 0 0 0 0 2 10 2 2 41
"E000375" 0 0 0 0 0 2 0 1 1 1 3 19 10 10 95
"E000376" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000377" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E000378" 0 0 0 0 1 1 0 1 0 1 1 2 0 0 0
"E000379" 0 3 0 0 2 1 0 0 2 0 0 1 0 0 0
"E000380" 0 2 1 1 1 0 0 1 2 0 0 2 0 0 2
"E000381" 0 2 0 1 1 2 0 1 0 1 0 1 4 0 1
"E000382" 0 0 1 0 0 0 0 3 0 0 55 366 409 68 688
"E000383" 0 0 1 0 0 0 0 3 0 1 115 822 793 116 1818
"E000384" 0 0 4 0 0 2 0 2 4 2 290 2248 1992 274 5868
"E000385" 0 0 1 0 0 0 0 4 0 1 115 822 793 116 1838
"E000386" 0 0 0 0 0 0 0 2 2 17 0 121 532 220 3310
"E000387" 0 0 0 0 0 0 9 10 9 60 0 168 811 340 4216
"E000388" 0 1 0 0 0 0 14 15 24 205 3 977 4526 1958 21605
"E000389" 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0
"E000390" 0 0 0 0 0 0 0 0 0 0 8 10 11 41 167
"E000391" 0 0 0 0 0 0 0 0 0 0 1 3 1 6 56
"E000392" 0 0 0 0 0 0 0 0 0 0 1 2 2 10 0
"E000393" 0 0 0 0 0 0 0 0 0 0 1 8 2 13 0
"E000394" 0 0 0 0 0 0 0 0 0 0 1 14 3 15 20
"E000395" 0 0 0 0 0 0 0 0 0 0 2 12 6 18 1
"E000396" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"E000397" 0 0 0 0 0 0 0 0 0 0 1 1 4 12 37
"E000398" 0 0 0 0 1 0 0 0 0 0 9 14 10 53 119
"E000399" 0 0 0 0 0 0 0 0 0 0 2 5 4 20 41
"E000400" 0 0 0 0 0 0 0 0 0 0 0 1 2 25 1
"E000401" 0 0 0 1 0 0 0 0 0 0 1 13 9 47 62
"E000402" 0 0 0 1 0 0 0 0 0 0 2 4 7 23 43
"E000403" 0 0 0 0 1 0 0 0 0 0 3 5 3 21 43
"E000404" 0 0 0 0 0 0 0 0 0 0 4 19 25 9 94
"E000405" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E000406" 0 0 0 0 0 0 0 0 0 0 4 18 18 4 103
"E000407" 0 0 0 0 0 0 0 0 0 0 10 117 89 65 634
"E000408" 0 0 0 0 0 0 1 0 1 0 0 2 1 0 40
"E000409" 0 0 2 0 0 0 1 0 1 0 2 1 2 0 41
"E000410" 0 0 2 0 0 0 0 0 0 0 2 9 10 11 23
"E000411" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000412" 0 0 1 2 1 3 0 2 5 2 0 1 1 1 1
"E000413" 0 7 7 2 7 0 1 0 0 0 4 25 17 9 148
"E000414" 0 0 0 0 0 0 2 0 0 1 89 1720 2042 803 15363
"E000415" 0 0 0 0 0 0 0 0 0 0 28 620 628 249 4255
"E000416" 0 0 0 0 0 0 0 0 0 2 86 1448 1400 622 10852
"E000417" 0 0 0 0 0 0 0 0 0 0 3 59 65 19 179
"E000418" 0 0 0 0 0 0 2 0 0 1 89 1720 2042 803 15363
"E000419" 0 0 0 0 0 0 0 0 0 0 28 620 628 249 4255
"E000420" 0 0 0 0 0 0 0 0 0 0 2 3 0 2 60
"E000421" 0 1 0 0 0 0 0 0 0 0 8 5 2 3 21
"E000422" 0 0 0 0 0 0 0 0 0 0 0 2 0 0 20
"E000423" 0 0 0 0 0 0 1 1 0 0 49 15 17 20 173
"E000424" 0 0 0 0 1 1 0 0 0 2 93 53 43 97 417
"E000425" 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0
"E000426" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000427" 0 0 0 0 0 0 0 0 0 0 0 4 8 3 21
"E000428" 0 0 0 0 0 0 0 0 0 0 1 2 1 0 19
"E000429" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000430" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000431" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000432" 0 0 0 0 0 0 0 0 0 0 3 3 25 7 163
"E000433" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000434" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000435" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000436" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000437" 0 0 1 0 0 0 0 0 0 1 29 121 165 146 1647
"E000438" 0 0 0 0 0 1 0 0 1 0 4 13 19 12 183
"E000439" 0 0 0 0 0 0 0 0 0 0 0 1 7 3 23
"E000440" 0 0 0 0 0 0 0 0 0 0 1 5 8 6 23
"E000441" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000442" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000443" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000444" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000445" 0 0 0 0 0 0 1 0 0 0 6 36 14 6 25
"E000446" 0 0 0 0 0 1 0 0 0 1 22 55 18 13 116
"E000447" 0 1 0 0 0 0 0 0 0 0 5 27 9 2 62
"E000449" 0 0 0 1 0 1 0 0 0 0 20 57 69 18 373
"E000450" 0 0 0 0 0 0 1 1 0 0 30 150 81 45 655
"E000451" 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
"E000452" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
"E000453" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000454" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000455" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000456" 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1
"E000457" 0 0 0 0 0 0 0 0 1 1 0 0 0 4 22
"E000458" 0 0 0 0 0 0 0 0 1 1 0 0 0 2 40
"E000459" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000460" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E000461" 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000462" 0 0 0 0 1 0 0 0 0 0 1 2 1 0 0
"E000463" 0 0 0 0 0 0 0 0 0 0 40 73 81 30 342
"E000464" 0 0 0 0 0 0 0 0 0 0 37 58 59 23 298
"E000465" 0 0 0 0 0 0 0 0 0 0 223 449 384 151 2363
"E000475" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000476" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E000477" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000478" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000479" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000480" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000481" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000482" 0 0 0 0 0 0 1 0 0 1 62 0 66 18 0
"E000483" 0 0 0 0 0 2 3 2 0 2 713 1 881 257 1
"E000484" 0 0 0 0 0 0 0 0 0 0 3 0 2 2 0
"E000485" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000486" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000487" 0 0 0 0 0 0 0 0 0 0 1 0 2 1 25
"E000488" 0 0 0 0 0 0 0 0 0 0 2 3 5 12 23
"E000489" 0 0 0 0 0 0 0 0 0 0 3 14 6 5 124
"E000490" 0 1 1 0 1 1 0 0 0 0 56 140 212 161 1723
"E000491" 0 0 0 0 0 1 0 1 0 0 58 147 285 164 1360
"E000492" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E000493" 0 1 1 0 0 0 3 0 1 0 1 1 0 3 0
"E000494" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E000495" 0 4 0 2 0 0 0 0 1 0 0 0 0 2 0
"E000496" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000497" 0 0 0 0 0 0 0 0 0 0 0 3 4 4 31
"E000498" 0 0 0 0 0 0 0 0 0 0 0 0 1 4 1
"E000499" 0 0 0 0 0 0 0 0 0 0 0 0 0 5 10
"E000500" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000501" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000502" 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0
"E000503" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000504" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000505" 0 0 0 0 0 0 1 0 0 0 7 46 31 14 144
"E000506" 0 0 0 1 0 0 0 0 0 0 4 26 14 11 62
"E000507" 0 0 0 0 0 0 0 0 0 0 2 27 17 6 63
"E000508" 0 0 0 0 0 0 0 0 0 0 1 35 21 11 165
"E000509" 0 0 0 0 0 0 0 0 0 0 2 42 31 9 170
"E000510" 0 0 0 0 0 0 0 0 0 0 8 9 8 55 224
"E000511" 0 0 0 0 0 0 0 0 0 0 4 3 5 18 120
"E000512" 0 0 0 0 0 0 0 0 0 0 0 1 0 3 1
"E000513" 0 0 0 0 0 0 0 0 0 0 0 0 4 3 20
"E000514" 0 0 0 0 0 0 0 0 0 0 0 0 3 0 40
"E000515" 0 0 0 0 0 0 0 0 0 0 0 3 7 0 80
"E000516" 0 0 0 0 0 0 0 0 0 0 0 0 3 1 20
"E000517" 0 0 0 0 0 0 0 0 0 1 0 7 4 4 61
"E000518" 0 0 0 0 0 0 0 0 0 0 2 3 3 0 0
"E000519" 0 0 1 0 2 1 1 2 0 0 4 7 10 5 21
"E000520" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000521" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000522" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000524" 0 0 0 0 0 0 0 0 0 0 2 1 0 1 0
"E000525" 0 1 0 0 0 0 0 0 0 0 3 5 1 2 41
"E000526" 0 0 0 0 0 0 0 0 1 0 3 7 5 0 82
"E000527" 0 0 0 0 0 1 0 0 1 0 5 17 4 1 22
"E000528" 0 1 0 0 0 0 0 0 0 0 4 8 5 1 0
"E000529" 0 0 0 0 0 2 2 1 3 2 3 9 4 2 20
"E000530" 0 0 0 0 0 0 0 0 0 0 13 13 11 19 133
"E000531" 0 0 1 0 0 0 0 0 0 0 10 12 13 17 63
"E000532" 0 0 1 0 0 0 0 0 0 0 13 17 16 14 85
"E000533" 0 0 0 0 0 0 0 0 0 0 25 39 54 35 269
"E000534" 0 0 0 0 0 0 0 0 0 0 72 79 71 79 904
"E000535" 0 0 0 0 0 0 0 0 0 0 11 19 12 16 141
"E000536" 0 0 0 0 0 0 0 0 0 0 11 21 16 21 293
"E000537" 0 0 0 0 0 0 0 0 0 0 8 10 6 12 99
"E000538" 0 0 0 0 0 0 0 0 0 0 9 8 8 12 104
"E000539" 0 0 0 0 0 0 0 0 0 0 14 14 10 17 164
"E000540" 0 0 0 0 0 0 0 0 0 0 8 0 243 43 0
"E000541" 0 0 0 0 0 0 0 0 0 0 0 0 80 13 0
"E000542" 0 0 0 0 0 0 0 0 0 0 1 3 6 3 22
"E000543" 0 0 0 0 0 0 0 0 0 0 2 8 16 3 63
"E000544" 0 0 0 0 0 0 0 0 0 0 1 28 21 6 97
"E000545" 0 0 0 0 0 0 0 0 0 0 2 15 19 5 139
"E000546" 0 0 1 0 0 0 0 0 0 0 18 620 441 161 2322
"E000547" 0 0 1 0 0 0 0 0 0 0 32 1503 922 317 7741
"E000548" 0 0 1 0 0 0 0 0 0 0 14 610 384 105 3092
"E000549" 0 0 1 0 0 0 0 0 0 0 19 997 572 140 4500
"E000550" 0 0 0 0 0 0 0 0 0 1 20 913 600 134 4146
"E000551" 0 0 0 0 0 0 0 0 0 1 22 839 554 211 4202
"E000552" 0 0 0 0 0 0 0 0 1 0 20 830 506 233 4479
"E000553" 0 0 0 0 0 0 0 0 1 0 10 21 15 14 127
"E000554" 0 0 0 0 0 1 0 0 0 0 2 16 6 6 62
"E000555" 0 1 0 0 0 2 0 0 0 1 5 20 14 12 122
"E000556" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000557" 0 0 0 0 0 0 0 1 0 0 6 60 43 6 125
"E000558" 0 0 0 0 0 0 0 1 0 0 20 140 107 17 533
"E000559" 0 0 0 0 0 0 0 0 0 0 30 109 95 18 398
"E000560" 0 0 0 0 0 0 0 0 4 5 21 111 102 17 571
"E000561" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000562" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000563" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000564" 0 0 0 0 0 0 0 1 0 0 1 25 9 5 4
"E000565" 0 0 0 0 3 0 0 0 0 0 6 114 36 24 45
"E000566" 0 0 0 0 0 0 2 0 0 0 0 78 32 20 70
"E000567" 0 0 0 0 0 0 0 2 0 0 2 50 18 10 6
"E000568" 0 0 0 0 0 0 1 0 0 0 0 35 14 9 34
"E000569" 0 0 0 0 0 0 0 0 0 0 2 5 25 6 82
"E000570" 0 0 0 0 0 0 0 0 0 0 34 128 41 14 128
"E000571" 0 0 0 0 0 1 0 0 0 0 55 154 64 15 316
"E000572" 0 0 1 0 1 0 0 0 0 0 201 376 162 41 789
"E000573" 0 0 0 0 0 0 2 0 0 0 98 364 396 134 2992
"E000574" 0 0 0 0 1 0 0 1 0 0 29 122 102 44 804
"E000575" 0 0 0 0 2 0 0 0 2 0 70 212 200 118 2104
"E000576" 0 4 2 8 22 26 10 18 16 18 40 152 138 80 1896
"E000577" 0 0 0 0 1 0 0 1 0 0 29 122 101 44 804
"E000578" 0 38 146 133 213 33 778 1701 1162 817 0 196 229 54 517
"E000579" 0 0 1 0 0 0 0 0 0 0 10 8 16 16 108
"E000580" 0 0 1 0 0 0 0 0 0 0 21 29 28 20 178
"E000581" 0 0 0 0 0 0 0 0 0 0 8 23 20 9 101
"E000582" 0 0 0 0 0 0 0 0 0 0 5 18 20 6 56
"E000583" 0 0 0 0 0 0 0 0 0 0 5 17 17 11 64
"E000584" 0 0 0 0 0 0 0 0 0 0 1 26 14 13 44
"E000585" 0 0 0 0 0 0 0 0 0 0 6 41 8 13 104
"E000586" 0 0 0 0 0 0 2 0 0 0 6 19 8 16 45
"E000587" 0 0 0 0 0 0 2 0 0 0 6 21 9 18 46
"E000588" 0 0 0 0 1 0 1 0 0 2 21 83 68 58 399
"E000589" 0 0 2 0 0 0 1 0 0 0 35 225 235 57 750
"E000590" 0 0 0 0 0 0 0 0 0 0 18 145 135 40 471
"E000591" 0 2 0 0 0 0 0 0 0 0 80 508 398 126 1944
"E000592" 0 0 2 0 0 0 0 0 0 0 158 1102 962 252 5686
"E000593" 0 0 0 0 0 0 0 0 0 0 1 25 14 5 62
"E000594" 0 0 1 0 0 0 3 2 2 1 12 146 63 27 299
"E000595" 0 0 0 0 0 0 0 0 0 0 12 65 23 17 125
"E000596" 0 0 0 0 0 1 0 0 0 0 11 52 22 11 66
"E000597" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000598" 1 0 1 0 0 0 0 0 0 1 62 40 36 32 135
"E000599" 1 0 0 0 0 0 0 0 0 0 33 21 15 12 69
"E000600" 0 0 0 0 0 1 1 0 0 0 27 10 16 13 100
"E000601" 0 0 0 0 0 0 0 0 0 0 29 11 12 12 89
"E000602" 0 0 0 0 0 0 0 0 1 1 43 31 19 19 107
"E000603" 0 0 0 0 0 28 1 0 3 1 94 54 64 76 585
"E000604" 0 0 0 0 0 0 0 0 0 0 23 119 117 83 957
"E000605" 0 0 0 0 0 0 0 0 0 0 45 146 173 124 1301
"E000606" 0 0 1 1 0 0 1 1 0 1 119 315 440 273 2868
"E000607" 0 0 2 2 0 0 0 0 1 5 74 257 444 218 2886
"E000608" 0 0 0 0 0 0 0 0 0 0 2 5 2 1 21
"E000609" 0 0 0 0 0 0 0 0 0 0 1 3 4 3 53
"E000610" 0 0 0 0 0 1 0 0 0 0 0 3 4 4 58
"E000611" 0 0 0 0 0 0 0 0 0 0 1 1 2 3 0
"E000612" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000613" 0 0 0 0 0 0 0 0 0 0 1 4 1 5 40
"E000614" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000615" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000616" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E000617" 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0
"E000618" 0 0 1 0 0 0 0 0 0 0 7 27 23 12 208
"E000619" 0 0 1 1 1 0 0 0 0 0 12 46 27 14 269
"E000620" 0 0 0 0 0 0 0 0 0 0 8 40 26 13 196
"E000621" 0 0 0 0 0 0 0 0 0 0 14 48 36 23 200
"E000622" 0 0 0 0 0 0 0 0 0 0 31 79 58 47 391
"E000623" 0 0 0 0 0 1 0 0 0 0 1 4 3 3 23
"E000624" 0 0 0 0 0 1 0 0 0 0 4 7 7 7 63
"E000625" 0 0 0 0 0 0 0 0 0 0 6 13 12 17 85
"E000626" 0 0 0 0 0 0 0 0 0 0 2 9 6 5 24
"E000627" 0 0 0 0 0 0 0 0 0 0 43 145 84 50 765
"E000628" 0 0 0 0 0 0 0 0 0 1 112 355 292 112 2381
"E000629" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"E000630" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"E000631" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
"E000632" 0 0 0 0 0 0 0 0 0 0 0 1 0 4 0
"E000633" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
"E000634" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E000635" 3 1 0 1 2 5 8 0 3 1 1 2 1 2 0
"E000636" 0 0 0 9 7 2 1 4 3 2 0 0 1 5 22
"E000637" 0 1 0 0 4 2 0 0 1 0 0 0 2 6 30
"E000638" 0 1 3 2 9 2 2 4 5 6 0 0 2 7 34
"E000639" 0 0 0 0 0 0 0 1 0 0 0 1 1 1 1
"E000640" 0 0 0 0 0 0 0 0 0 1 0 0 0 0 20
"E000641" 0 0 0 0 0 0 0 0 0 0 0 4 1 0 20
"E000642" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20
"E000643" 0 0 0 0 0 0 0 0 0 0 0 4 0 2 20
"E000644" 0 0 0 0 0 0 0 0 0 1 0 3 0 1 0
"E000645" 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0
"E000646" 0 0 0 0 0 0 0 0 0 0 5 26 29 11 160
"E000647" 0 0 0 0 0 1 0 0 0 0 8 48 41 14 201
"E000648" 0 0 1 0 1 1 1 0 0 0 11 83 52 23 238
"E000649" 0 0 0 0 0 0 0 0 0 0 6 47 24 17 216
"E000650" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000651" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000652" 0 0 0 0 0 0 1 1 1 0 0 1 0 0 1
"E000653" 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0
"E000654" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1
"E000655" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1
"E000656" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E000657" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000658" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E000659" 0 0 0 0 0 2 3 1 2 0 1 1 0 3 21
"E000660" 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
"E000661" 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
"E000662" 0 0 0 0 0 0 0 0 0 0 5 69 37 2 101
"E000663" 0 0 0 0 0 0 0 0 0 0 5 138 48 4 105
"E000664" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000665" 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
"E000667" 0 39 33 37 64 20 14 17 15 15 12 37 23 17 121
"E000668" 0 0 0 0 0 0 0 0 0 0 60 221 118 21 372
"E000669" 0 0 0 0 0 0 0 0 0 0 77 323 107 30 307
"E000670" 0 0 0 0 0 0 0 1 0 0 63 307 153 22 468
"E000671" 0 0 0 0 0 0 0 0 0 0 52 710 851 72 3118
"E000672" 0 0 0 0 0 0 2 2 0 0 102 1399 1465 128 5858
"E000673" 0 0 0 0 1 3 0 5 4 3 100 1421 1384 131 4290
"E000674" 0 0 0 0 0 0 0 2 0 0 73 906 808 85 2013
"E000675" 0 0 2 0 0 2 0 3 1 1 105 1237 1022 128 2454
"E000676" 0 2 3 0 2 10 14 16 11 11 310 4011 3706 450 14783
"E000677" 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
"E000678" 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0
"E000679" 0 3 0 1 0 4 2 6 2 1 8 62 35 8 36
"E000680" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000681" 0 0 0 0 0 0 0 0 0 0 19 82 53 28 163
"E000682" 0 0 0 0 0 0 0 0 0 0 28 113 66 34 246
"E000683" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000684" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000685" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000686" 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
"E000687" 0 0 0 0 0 0 0 0 0 0 40 338 214 144 1242
"E000688" 0 0 0 0 0 0 0 0 0 0 32 206 104 60 370
"E000689" 0 0 0 0 0 0 0 0 4 4 46 294 190 124 986
"E000690" 0 0 2 0 0 0 0 0 2 1 28 152 149 67 599
"E000691" 0 0 0 0 0 1 0 0 0 0 4 34 23 28 270
"E000692" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000693" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000694" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000695" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000696" 0 0 0 0 0 7 2 3 4 5 1 1 0 2 0
"E000697" 0 2 0 0 0 4 3 5 4 6 0 0 1 0 0
"E000698" 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000699" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000700" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000701" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"E000702" 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
"E000703" 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
